Carrier,Departure Time,Destination,Distance,Date,Flight Number,Origin,Day of the Week,Day of the Month,Delayed 
DH,1450,JFK,228,1/13/2004,7808,IAD,2,13,ontime
DH,1640,JFK,228,1/13/2004,7810,IAD,2,13,ontime
DH,1713,JFK,228,1/13/2004,7812,IAD,2,13,ontime
DH,2125,JFK,228,1/13/2004,7814,IAD,2,13,ontime
DH,1642,JFK,228,1/13/2004,7816,IAD,2,13,delayed
DL,1453,JFK,213,1/13/2004,746,DCA,2,13,ontime
DL,629,LGA,214,1/13/2004,1740,DCA,2,13,ontime
DL,729,LGA,214,1/13/2004,1742,DCA,2,13,ontime
DL,831,LGA,214,1/13/2004,1744,DCA,2,13,ontime
DL,929,LGA,214,1/13/2004,1746,DCA,2,13,ontime
DL,1029,LGA,214,1/13/2004,1748,DCA,2,13,ontime
DL,1128,LGA,214,1/13/2004,1750,DCA,2,13,ontime
DL,1228,LGA,214,1/13/2004,1752,DCA,2,13,ontime
DL,1329,LGA,214,1/13/2004,1754,DCA,2,13,ontime
DL,1429,LGA,214,1/13/2004,1756,DCA,2,13,ontime
DL,1529,LGA,214,1/13/2004,1758,DCA,2,13,ontime
DL,1634,LGA,214,1/13/2004,1760,DCA,2,13,delayed
DL,1733,LGA,214,1/13/2004,1762,DCA,2,13,ontime
DL,1830,LGA,214,1/13/2004,1764,DCA,2,13,ontime
DL,1930,LGA,214,1/13/2004,1766,DCA,2,13,ontime
DL,2028,LGA,214,1/13/2004,1768,DCA,2,13,delayed
MQ,1516,JFK,213,1/13/2004,4752,DCA,2,13,ontime
MQ,553,JFK,213,1/13/2004,4760,DCA,2,13,ontime
MQ,1851,JFK,213,1/13/2004,4784,DCA,2,13,delayed
MQ,650,LGA,214,1/13/2004,4952,DCA,2,13,ontime
MQ,755,LGA,214,1/13/2004,4954,DCA,2,13,ontime
MQ,851,LGA,214,1/13/2004,4956,DCA,2,13,ontime
MQ,1050,LGA,214,1/13/2004,4960,DCA,2,13,ontime
MQ,1248,LGA,214,1/13/2004,4964,DCA,2,13,ontime
MQ,1401,LGA,214,1/13/2004,4966,DCA,2,13,ontime
MQ,1453,LGA,214,1/13/2004,4968,DCA,2,13,ontime
MQ,1700,LGA,214,1/13/2004,4970,DCA,2,13,delayed
MQ,1811,LGA,214,1/13/2004,4972,DCA,2,13,delayed
MQ,2007,LGA,214,1/13/2004,4976,DCA,2,13,delayed
UA,845,LGA,229,1/13/2004,846,IAD,2,13,ontime
US,629,LGA,214,1/13/2004,1479,DCA,2,13,ontime
US,658,LGA,214,1/13/2004,2160,DCA,2,13,ontime
US,756,LGA,214,1/13/2004,2162,DCA,2,13,ontime
US,857,LGA,214,1/13/2004,2164,DCA,2,13,ontime
US,958,LGA,214,1/13/2004,2166,DCA,2,13,ontime
US,1057,LGA,214,1/13/2004,2168,DCA,2,13,ontime
US,1156,LGA,214,1/13/2004,2170,DCA,2,13,ontime
US,1255,LGA,214,1/13/2004,2172,DCA,2,13,ontime
US,1359,LGA,214,1/13/2004,2174,DCA,2,13,ontime
US,1459,LGA,214,1/13/2004,2176,DCA,2,13,ontime
US,1558,LGA,214,1/13/2004,2178,DCA,2,13,delayed
US,1706,LGA,214,1/13/2004,2180,DCA,2,13,ontime
US,1759,LGA,214,1/13/2004,2182,DCA,2,13,ontime
US,1857,LGA,214,1/13/2004,2184,DCA,2,13,ontime
US,1956,LGA,214,1/13/2004,2186,DCA,2,13,ontime
US,2056,LGA,214,1/13/2004,2188,DCA,2,13,ontime
RU,1025,EWR,169,1/13/2004,2303,BWI,2,13,ontime
RU,1831,EWR,169,1/13/2004,3372,BWI,2,13,delayed
RU,653,EWR,169,1/13/2004,2703,BWI,2,13,ontime
RU,1537,EWR,169,1/13/2004,2403,BWI,2,13,delayed
CO,729,EWR,199,1/13/2004,806,DCA,2,13,ontime
CO,1816,EWR,199,1/13/2004,814,DCA,2,13,delayed
CO,1924,EWR,199,1/13/2004,816,DCA,2,13,delayed
CO,1258,EWR,199,1/13/2004,808,DCA,2,13,ontime
DH,836,EWR,213,1/13/2004,7299,IAD,2,13,ontime
DH,1708,EWR,213,1/13/2004,7302,IAD,2,13,ontime
DH,1237,EWR,213,1/13/2004,7303,IAD,2,13,ontime
DH,2115,EWR,213,1/13/2004,7304,IAD,2,13,ontime
DH,626,EWR,213,1/13/2004,7305,IAD,2,13,ontime
DH,1740,EWR,213,1/13/2004,7307,IAD,2,13,delayed
RU,1255,EWR,213,1/13/2004,2367,IAD,2,13,ontime
RU,655,EWR,213,1/13/2004,2855,IAD,2,13,ontime
RU,1456,EWR,213,1/13/2004,2156,IAD,2,13,ontime
RU,1655,EWR,213,1/13/2004,2497,IAD,2,13,ontime
RU,1355,EWR,199,1/13/2004,2216,DCA,2,13,ontime
RU,1927,EWR,213,1/13/2004,2385,IAD,2,13,delayed
RU,1519,EWR,199,1/13/2004,2261,DCA,2,13,ontime
RU,641,EWR,199,1/13/2004,2761,DCA,2,13,ontime
RU,1625,EWR,199,1/13/2004,2181,DCA,2,13,ontime
RU,855,EWR,199,1/13/2004,2582,DCA,2,13,ontime
RU,2055,EWR,199,1/13/2004,2879,DCA,2,13,ontime
OH,1500,JFK,184,1/14/2004,5935,BWI,3,14,ontime
DH,1630,JFK,213,1/14/2004,6155,DCA,3,14,ontime
DH,1243,LGA,229,1/14/2004,7208,IAD,3,14,ontime
DH,1722,LGA,229,1/14/2004,7215,IAD,3,14,ontime
DH,2118,LGA,229,1/14/2004,7684,IAD,3,14,ontime
DH,640,LGA,229,1/14/2004,7790,IAD,3,14,ontime
DH,1034,LGA,229,1/14/2004,7792,IAD,3,14,ontime
DH,844,JFK,228,1/14/2004,7800,IAD,3,14,ontime
DH,1243,JFK,228,1/14/2004,7806,IAD,3,14,ontime
DH,1450,JFK,228,1/14/2004,7808,IAD,3,14,ontime
DH,1640,JFK,228,1/14/2004,7810,IAD,3,14,ontime
DH,1714,JFK,228,1/14/2004,7812,IAD,3,14,ontime
DH,2119,JFK,228,1/14/2004,7814,IAD,3,14,ontime
DH,1631,JFK,228,1/14/2004,7816,IAD,3,14,ontime
DL,1454,JFK,213,1/14/2004,746,DCA,3,14,ontime
DL,631,LGA,214,1/14/2004,1740,DCA,3,14,ontime
DL,730,LGA,214,1/14/2004,1742,DCA,3,14,ontime
DL,829,LGA,214,1/14/2004,1744,DCA,3,14,ontime
DL,929,LGA,214,1/14/2004,1746,DCA,3,14,ontime
DL,1029,LGA,214,1/14/2004,1748,DCA,3,14,ontime
DL,1132,LGA,214,1/14/2004,1750,DCA,3,14,delayed
DL,1230,LGA,214,1/14/2004,1752,DCA,3,14,ontime
DL,1329,LGA,214,1/14/2004,1754,DCA,3,14,ontime
DL,1431,LGA,214,1/14/2004,1756,DCA,3,14,ontime
DL,1530,LGA,214,1/14/2004,1758,DCA,3,14,delayed
DL,1631,LGA,214,1/14/2004,1760,DCA,3,14,ontime
DL,1728,LGA,214,1/14/2004,1762,DCA,3,14,ontime
DL,1829,LGA,214,1/14/2004,1764,DCA,3,14,ontime
DL,1928,LGA,214,1/14/2004,1766,DCA,3,14,delayed
DL,2030,LGA,214,1/14/2004,1768,DCA,3,14,delayed
MQ,1526,JFK,213,1/14/2004,4752,DCA,3,14,ontime
MQ,553,JFK,213,1/14/2004,4760,DCA,3,14,ontime
MQ,1825,JFK,213,1/14/2004,4784,DCA,3,14,ontime
MQ,657,LGA,214,1/14/2004,4952,DCA,3,14,delayed
MQ,757,LGA,214,1/14/2004,4954,DCA,3,14,ontime
MQ,853,LGA,214,1/14/2004,4956,DCA,3,14,ontime
MQ,1111,LGA,214,1/14/2004,4960,DCA,3,14,delayed
MQ,1255,LGA,214,1/14/2004,4964,DCA,3,14,ontime
MQ,1454,LGA,214,1/14/2004,4968,DCA,3,14,ontime
MQ,1612,LGA,214,1/14/2004,4970,DCA,3,14,ontime
MQ,1658,LGA,214,1/14/2004,4972,DCA,3,14,ontime
MQ,1917,LGA,214,1/14/2004,4976,DCA,3,14,ontime
UA,847,LGA,229,1/14/2004,846,IAD,3,14,ontime
US,627,LGA,214,1/14/2004,1479,DCA,3,14,ontime
US,657,LGA,214,1/14/2004,2160,DCA,3,14,ontime
US,757,LGA,214,1/14/2004,2162,DCA,3,14,ontime
US,856,LGA,214,1/14/2004,2164,DCA,3,14,ontime
US,1001,LGA,214,1/14/2004,2166,DCA,3,14,ontime
US,1057,LGA,214,1/14/2004,2168,DCA,3,14,ontime
US,1157,LGA,214,1/14/2004,2170,DCA,3,14,ontime
US,1257,LGA,214,1/14/2004,2172,DCA,3,14,ontime
US,1356,LGA,214,1/14/2004,2174,DCA,3,14,ontime
US,1500,LGA,214,1/14/2004,2176,DCA,3,14,ontime
US,1559,LGA,214,1/14/2004,2178,DCA,3,14,ontime
US,1653,LGA,214,1/14/2004,2180,DCA,3,14,ontime
US,1757,LGA,214,1/14/2004,2182,DCA,3,14,ontime
US,1858,LGA,214,1/14/2004,2184,DCA,3,14,ontime
US,1959,LGA,214,1/14/2004,2186,DCA,3,14,delayed
US,2059,LGA,214,1/14/2004,2188,DCA,3,14,ontime
RU,655,EWR,169,1/14/2004,2703,BWI,3,14,ontime
RU,1449,EWR,169,1/14/2004,2403,BWI,3,14,ontime
RU,1722,EWR,169,1/14/2004,3372,BWI,3,14,ontime
RU,1035,EWR,169,1/14/2004,2303,BWI,3,14,ontime
CO,1257,EWR,199,1/14/2004,808,DCA,3,14,ontime
CO,1915,EWR,199,1/14/2004,816,DCA,3,14,ontime
CO,731,EWR,199,1/14/2004,806,DCA,3,14,ontime
CO,1745,EWR,199,1/14/2004,814,DCA,3,14,delayed
DH,848,EWR,213,1/14/2004,7299,IAD,3,14,ontime
DH,1703,EWR,213,1/14/2004,7302,IAD,3,14,ontime
DH,1245,EWR,213,1/14/2004,7303,IAD,3,14,ontime
DH,2330,EWR,213,1/14/2004,7304,IAD,3,14,delayed
DH,629,EWR,213,1/14/2004,7305,IAD,3,14,ontime
DH,1502,EWR,213,1/14/2004,7307,IAD,3,14,delayed
RU,656,EWR,213,1/14/2004,2855,IAD,3,14,ontime
RU,1703,EWR,213,1/14/2004,2497,IAD,3,14,ontime
RU,856,EWR,199,1/14/2004,2582,DCA,3,14,ontime
RU,1355,EWR,199,1/14/2004,2216,DCA,3,14,ontime
RU,643,EWR,199,1/14/2004,2761,DCA,3,14,ontime
RU,1456,EWR,213,1/14/2004,2156,IAD,3,14,ontime
RU,1625,EWR,199,1/14/2004,2181,DCA,3,14,ontime
RU,1858,EWR,213,1/14/2004,2385,IAD,3,14,ontime
RU,1255,EWR,213,1/14/2004,2367,IAD,3,14,ontime
RU,1524,EWR,199,1/14/2004,2261,DCA,3,14,ontime
RU,2100,EWR,199,1/14/2004,2879,DCA,3,14,ontime
OH,1455,JFK,184,1/15/2004,5935,BWI,4,15,ontime
DH,1637,JFK,213,1/15/2004,6155,DCA,4,15,ontime
DH,1310,LGA,229,1/15/2004,7208,IAD,4,15,ontime
DH,1545,LGA,229,1/15/2004,7211,IAD,4,15,delayed
DH,2133,LGA,229,1/15/2004,7684,IAD,4,15,delayed
DH,858,JFK,228,1/15/2004,7800,IAD,4,15,ontime
DH,1236,JFK,228,1/15/2004,7806,IAD,4,15,ontime
DH,1502,JFK,228,1/15/2004,7808,IAD,4,15,ontime
DH,1644,JFK,228,1/15/2004,7810,IAD,4,15,ontime
DH,1714,JFK,228,1/15/2004,7812,IAD,4,15,ontime
DH,2138,JFK,228,1/15/2004,7814,IAD,4,15,ontime
DH,1605,JFK,228,1/15/2004,7816,IAD,4,15,ontime
DL,1501,JFK,213,1/15/2004,746,DCA,4,15,ontime
DL,630,LGA,214,1/15/2004,1740,DCA,4,15,ontime
DL,729,LGA,214,1/15/2004,1742,DCA,4,15,delayed
DL,943,LGA,214,1/15/2004,1746,DCA,4,15,ontime
DL,1130,LGA,214,1/15/2004,1750,DCA,4,15,ontime
DL,1330,LGA,214,1/15/2004,1754,DCA,4,15,ontime
DL,1428,LGA,214,1/15/2004,1756,DCA,4,15,ontime
DL,1530,LGA,214,1/15/2004,1758,DCA,4,15,ontime
DL,1630,LGA,214,1/15/2004,1760,DCA,4,15,ontime
DL,1736,LGA,214,1/15/2004,1762,DCA,4,15,ontime
DL,1831,LGA,214,1/15/2004,1764,DCA,4,15,ontime
DL,1928,LGA,214,1/15/2004,1766,DCA,4,15,delayed
DL,2029,LGA,214,1/15/2004,1768,DCA,4,15,delayed
MQ,1523,JFK,213,1/15/2004,4752,DCA,4,15,ontime
MQ,553,JFK,213,1/15/2004,4760,DCA,4,15,ontime
MQ,1834,JFK,213,1/15/2004,4784,DCA,4,15,ontime
MQ,800,LGA,214,1/15/2004,4954,DCA,4,15,delayed
MQ,1050,LGA,214,1/15/2004,4960,DCA,4,15,ontime
MQ,1341,LGA,214,1/15/2004,4964,DCA,4,15,delayed
MQ,1400,LGA,214,1/15/2004,4966,DCA,4,15,ontime
MQ,1519,LGA,214,1/15/2004,4968,DCA,4,15,ontime
MQ,1643,LGA,214,1/15/2004,4970,DCA,4,15,delayed
MQ,1758,LGA,214,1/15/2004,4972,DCA,4,15,delayed
MQ,2012,LGA,214,1/15/2004,4976,DCA,4,15,delayed
UA,955,LGA,229,1/15/2004,846,IAD,4,15,delayed
US,627,LGA,214,1/15/2004,1479,DCA,4,15,delayed
US,815,LGA,214,1/15/2004,2162,DCA,4,15,ontime
US,1019,LGA,214,1/15/2004,2164,DCA,4,15,delayed
US,1058,LGA,214,1/15/2004,2168,DCA,4,15,ontime
US,1158,LGA,214,1/15/2004,2170,DCA,4,15,ontime
US,1358,LGA,214,1/15/2004,2174,DCA,4,15,ontime
US,1458,LGA,214,1/15/2004,2176,DCA,4,15,ontime
US,1559,LGA,214,1/15/2004,2178,DCA,4,15,ontime
US,1701,LGA,214,1/15/2004,2180,DCA,4,15,ontime
US,1759,LGA,214,1/15/2004,2182,DCA,4,15,ontime
US,1858,LGA,214,1/15/2004,2184,DCA,4,15,delayed
US,2056,LGA,214,1/15/2004,2188,DCA,4,15,delayed
RU,1450,EWR,169,1/15/2004,2403,BWI,4,15,ontime
RU,1027,EWR,169,1/15/2004,2303,BWI,4,15,delayed
RU,1811,EWR,169,1/15/2004,3372,BWI,4,15,delayed
CO,815,EWR,199,1/15/2004,806,DCA,4,15,delayed
CO,1951,EWR,199,1/15/2004,816,DCA,4,15,delayed
CO,1256,EWR,199,1/15/2004,808,DCA,4,15,ontime
DH,835,EWR,213,1/15/2004,7299,IAD,4,15,ontime
DH,1237,EWR,213,1/15/2004,7303,IAD,4,15,ontime
DH,2116,EWR,213,1/15/2004,7304,IAD,4,15,ontime
DH,623,EWR,213,1/15/2004,7305,IAD,4,15,ontime
RU,643,EWR,199,1/15/2004,2761,DCA,4,15,ontime
RU,1952,EWR,213,1/15/2004,2385,IAD,4,15,delayed
RU,654,EWR,213,1/15/2004,2855,IAD,4,15,delayed
RU,1345,EWR,213,1/15/2004,2692,IAD,4,15,delayed
RU,1646,EWR,199,1/15/2004,2181,DCA,4,15,ontime
RU,1525,EWR,199,1/15/2004,2261,DCA,4,15,ontime
RU,1504,EWR,213,1/15/2004,2156,IAD,4,15,ontime
RU,2140,EWR,199,1/15/2004,2879,DCA,4,15,delayed
RU,956,EWR,199,1/15/2004,2582,DCA,4,15,delayed
RU,1359,EWR,199,1/15/2004,2216,DCA,4,15,ontime
OH,1455,JFK,184,1/16/2004,5935,BWI,5,16,ontime
DH,1648,JFK,213,1/16/2004,6155,DCA,5,16,ontime
DH,1545,LGA,229,1/16/2004,7211,IAD,5,16,delayed
DH,1952,LGA,229,1/16/2004,7215,IAD,5,16,delayed
DH,2117,LGA,229,1/16/2004,7684,IAD,5,16,ontime
DH,640,LGA,229,1/16/2004,7790,IAD,5,16,ontime
DH,840,JFK,228,1/16/2004,7800,IAD,5,16,ontime
DH,1246,JFK,228,1/16/2004,7806,IAD,5,16,ontime
DH,1454,JFK,228,1/16/2004,7808,IAD,5,16,ontime
DH,1653,JFK,228,1/16/2004,7810,IAD,5,16,ontime
DH,1709,JFK,228,1/16/2004,7812,IAD,5,16,ontime
DH,2127,JFK,228,1/16/2004,7814,IAD,5,16,ontime
DH,1607,JFK,228,1/16/2004,7816,IAD,5,16,ontime
DL,1500,JFK,213,1/16/2004,746,DCA,5,16,delayed
DL,630,LGA,214,1/16/2004,1740,DCA,5,16,ontime
DL,739,LGA,214,1/16/2004,1742,DCA,5,16,ontime
DL,829,LGA,214,1/16/2004,1744,DCA,5,16,delayed
DL,929,LGA,214,1/16/2004,1746,DCA,5,16,ontime
DL,1040,LGA,214,1/16/2004,1748,DCA,5,16,delayed
DL,1129,LGA,214,1/16/2004,1750,DCA,5,16,ontime
DL,1228,LGA,214,1/16/2004,1752,DCA,5,16,ontime
DL,1331,LGA,214,1/16/2004,1754,DCA,5,16,ontime
DL,1429,LGA,214,1/16/2004,1756,DCA,5,16,ontime
DL,1532,LGA,214,1/16/2004,1758,DCA,5,16,ontime
DL,1630,LGA,214,1/16/2004,1760,DCA,5,16,ontime
DL,1728,LGA,214,1/16/2004,1762,DCA,5,16,ontime
DL,1830,LGA,214,1/16/2004,1764,DCA,5,16,ontime
DL,1931,LGA,214,1/16/2004,1766,DCA,5,16,ontime
DL,2028,LGA,214,1/16/2004,1768,DCA,5,16,ontime
MQ,1522,JFK,213,1/16/2004,4752,DCA,5,16,ontime
MQ,553,JFK,213,1/16/2004,4760,DCA,5,16,ontime
MQ,2019,JFK,213,1/16/2004,4784,DCA,5,16,delayed
MQ,747,LGA,214,1/16/2004,4954,DCA,5,16,delayed
MQ,856,LGA,214,1/16/2004,4956,DCA,5,16,delayed
MQ,1217,LGA,214,1/16/2004,4960,DCA,5,16,delayed
MQ,1315,LGA,214,1/16/2004,4964,DCA,5,16,delayed
MQ,1429,LGA,214,1/16/2004,4966,DCA,5,16,delayed
MQ,1705,LGA,214,1/16/2004,4970,DCA,5,16,delayed
MQ,1729,LGA,214,1/16/2004,4972,DCA,5,16,delayed
MQ,2006,LGA,214,1/16/2004,4976,DCA,5,16,delayed
UA,955,LGA,229,1/16/2004,846,IAD,5,16,delayed
US,628,LGA,214,1/16/2004,1479,DCA,5,16,ontime
US,657,LGA,214,1/16/2004,2160,DCA,5,16,ontime
US,756,LGA,214,1/16/2004,2162,DCA,5,16,ontime
US,859,LGA,214,1/16/2004,2164,DCA,5,16,delayed
US,958,LGA,214,1/16/2004,2166,DCA,5,16,ontime
US,1059,LGA,214,1/16/2004,2168,DCA,5,16,ontime
US,1151,LGA,214,1/16/2004,2170,DCA,5,16,ontime
US,1258,LGA,214,1/16/2004,2172,DCA,5,16,ontime
US,1356,LGA,214,1/16/2004,2174,DCA,5,16,ontime
US,1457,LGA,214,1/16/2004,2176,DCA,5,16,ontime
US,1558,LGA,214,1/16/2004,2178,DCA,5,16,ontime
US,1658,LGA,214,1/16/2004,2180,DCA,5,16,ontime
US,1758,LGA,214,1/16/2004,2182,DCA,5,16,ontime
US,1900,LGA,214,1/16/2004,2184,DCA,5,16,delayed
US,2000,LGA,214,1/16/2004,2186,DCA,5,16,ontime
US,2057,LGA,214,1/16/2004,2188,DCA,5,16,ontime
RU,1849,EWR,169,1/16/2004,3372,BWI,5,16,delayed
RU,1053,EWR,169,1/16/2004,2303,BWI,5,16,delayed
RU,1600,EWR,169,1/16/2004,2403,BWI,5,16,delayed
RU,654,EWR,169,1/16/2004,2703,BWI,5,16,ontime
CO,1423,EWR,199,1/16/2004,808,DCA,5,16,delayed
CO,1912,EWR,199,1/16/2004,814,DCA,5,16,delayed
CO,729,EWR,199,1/16/2004,806,DCA,5,16,ontime
DH,834,EWR,213,1/16/2004,7299,IAD,5,16,ontime
DH,1711,EWR,213,1/16/2004,7302,IAD,5,16,ontime
DH,1249,EWR,213,1/16/2004,7303,IAD,5,16,ontime
DH,2120,EWR,213,1/16/2004,7304,IAD,5,16,ontime
DH,700,EWR,213,1/16/2004,7305,IAD,5,16,delayed
RU,1602,EWR,213,1/16/2004,2156,IAD,5,16,delayed
RU,643,EWR,199,1/16/2004,2761,DCA,5,16,ontime
RU,1622,EWR,199,1/16/2004,2261,DCA,5,16,delayed
RU,1549,EWR,199,1/16/2004,2216,DCA,5,16,delayed
RU,1753,EWR,199,1/16/2004,2181,DCA,5,16,delayed
RU,1421,EWR,213,1/16/2004,2692,IAD,5,16,delayed
RU,859,EWR,199,1/16/2004,2582,DCA,5,16,ontime
RU,2045,EWR,213,1/16/2004,2385,IAD,5,16,delayed
RU,657,EWR,213,1/16/2004,2855,IAD,5,16,ontime
RU,2050,EWR,199,1/16/2004,2879,DCA,5,16,ontime
RU,1827,EWR,213,1/16/2004,2497,IAD,5,16,delayed
OH,1455,JFK,184,1/17/2004,5935,BWI,6,17,ontime
DH,1637,JFK,213,1/17/2004,6155,DCA,6,17,ontime
DH,1244,LGA,229,1/17/2004,7208,IAD,6,17,ontime
DH,1714,LGA,229,1/17/2004,7215,IAD,6,17,ontime
DH,2230,LGA,229,1/17/2004,7684,IAD,6,17,delayed
DH,853,JFK,228,1/17/2004,7800,IAD,6,17,ontime
DH,1236,JFK,228,1/17/2004,7806,IAD,6,17,ontime
DH,1641,JFK,228,1/17/2004,7810,IAD,6,17,ontime
DH,1720,JFK,228,1/17/2004,7812,IAD,6,17,delayed
DH,2136,JFK,228,1/17/2004,7814,IAD,6,17,delayed
DH,1808,JFK,228,1/17/2004,7818,IAD,6,17,delayed
DL,1509,JFK,213,1/17/2004,746,DCA,6,17,delayed
DL,727,LGA,214,1/17/2004,1742,DCA,6,17,ontime
DL,828,LGA,214,1/17/2004,1744,DCA,6,17,ontime
DL,1028,LGA,214,1/17/2004,1748,DCA,6,17,ontime
DL,1430,LGA,214,1/17/2004,1756,DCA,6,17,ontime
DL,1708,LGA,214,1/17/2004,1760,DCA,6,17,delayed
DL,1829,LGA,214,1/17/2004,1764,DCA,6,17,ontime
DL,2026,LGA,214,1/17/2004,1768,DCA,6,17,ontime
MQ,1529,JFK,213,1/17/2004,4752,DCA,6,17,ontime
MQ,554,JFK,213,1/17/2004,4760,DCA,6,17,ontime
MQ,1827,JFK,213,1/17/2004,4784,DCA,6,17,ontime
MQ,855,LGA,214,1/17/2004,4956,DCA,6,17,ontime
MQ,1247,LGA,214,1/17/2004,4964,DCA,6,17,ontime
UA,849,LGA,229,1/17/2004,846,IAD,6,17,ontime
US,654,LGA,214,1/17/2004,2160,DCA,6,17,ontime
US,859,LGA,214,1/17/2004,2164,DCA,6,17,ontime
US,1100,LGA,214,1/17/2004,2168,DCA,6,17,ontime
US,1259,LGA,214,1/17/2004,2172,DCA,6,17,ontime
US,1456,LGA,214,1/17/2004,2176,DCA,6,17,ontime
US,1658,LGA,214,1/17/2004,2180,DCA,6,17,ontime
US,1854,LGA,214,1/17/2004,2184,DCA,6,17,ontime
RU,1717,EWR,169,1/17/2004,3372,BWI,6,17,ontime
RU,1445,EWR,169,1/17/2004,2229,BWI,6,17,ontime
RU,1028,EWR,169,1/17/2004,2303,BWI,6,17,ontime
RU,658,EWR,169,1/17/2004,2703,BWI,6,17,ontime
CO,1258,EWR,199,1/17/2004,808,DCA,6,17,ontime
DH,835,EWR,213,1/17/2004,7299,IAD,6,17,ontime
DH,1700,EWR,213,1/17/2004,7302,IAD,6,17,ontime
DH,1240,EWR,213,1/17/2004,7303,IAD,6,17,ontime
DH,2119,EWR,213,1/17/2004,7304,IAD,6,17,delayed
RU,658,EWR,213,1/17/2004,2855,IAD,6,17,ontime
RU,1601,EWR,199,1/17/2004,2361,DCA,6,17,ontime
RU,1727,EWR,199,1/17/2004,2097,DCA,6,17,ontime
RU,1351,EWR,199,1/17/2004,2216,DCA,6,17,ontime
RU,1457,EWR,213,1/17/2004,2156,IAD,6,17,ontime
RU,924,EWR,199,1/17/2004,2582,DCA,6,17,ontime
RU,1655,EWR,213,1/17/2004,2497,IAD,6,17,ontime
RU,641,EWR,199,1/17/2004,2761,DCA,6,17,ontime
OH,1455,JFK,184,1/18/2004,5935,BWI,7,18,ontime
DH,1659,JFK,213,1/18/2004,6155,DCA,7,18,delayed
DH,1302,LGA,229,1/18/2004,7208,IAD,7,18,ontime
DH,1526,LGA,229,1/18/2004,7211,IAD,7,18,delayed
DH,1802,LGA,229,1/18/2004,7215,IAD,7,18,delayed
DH,2110,LGA,229,1/18/2004,7684,IAD,7,18,ontime
DH,833,JFK,228,1/18/2004,7800,IAD,7,18,ontime
DH,1249,JFK,228,1/18/2004,7806,IAD,7,18,ontime
DH,1539,JFK,228,1/18/2004,7808,IAD,7,18,delayed
DH,1646,JFK,228,1/18/2004,7810,IAD,7,18,ontime
DH,1709,JFK,228,1/18/2004,7812,IAD,7,18,delayed
DH,2111,JFK,228,1/18/2004,7814,IAD,7,18,ontime
DH,1706,JFK,228,1/18/2004,7816,IAD,7,18,delayed
DL,1555,JFK,213,1/18/2004,746,DCA,7,18,delayed
DL,830,LGA,214,1/18/2004,1744,DCA,7,18,ontime
DL,1029,LGA,214,1/18/2004,1748,DCA,7,18,ontime
DL,1230,LGA,214,1/18/2004,1752,DCA,7,18,delayed
DL,1430,LGA,214,1/18/2004,1756,DCA,7,18,ontime
DL,1632,LGA,214,1/18/2004,1760,DCA,7,18,ontime
DL,1843,LGA,214,1/18/2004,1764,DCA,7,18,delayed
DL,2029,LGA,214,1/18/2004,1768,DCA,7,18,ontime
MQ,1549,JFK,213,1/18/2004,4752,DCA,7,18,delayed
MQ,552,JFK,213,1/18/2004,4760,DCA,7,18,delayed
MQ,919,JFK,213,1/18/2004,4771,DCA,7,18,ontime
MQ,2023,JFK,213,1/18/2004,4784,DCA,7,18,delayed
MQ,1330,LGA,214,1/18/2004,4964,DCA,7,18,delayed
MQ,1540,LGA,214,1/18/2004,4968,DCA,7,18,delayed
MQ,1818,LGA,214,1/18/2004,4972,DCA,7,18,delayed
MQ,2004,LGA,214,1/18/2004,4976,DCA,7,18,delayed
UA,848,LGA,229,1/18/2004,846,IAD,7,18,ontime
US,858,LGA,214,1/18/2004,2164,DCA,7,18,ontime
US,954,LGA,214,1/18/2004,2166,DCA,7,18,ontime
US,1102,LGA,214,1/18/2004,2168,DCA,7,18,ontime
US,1159,LGA,214,1/18/2004,2170,DCA,7,18,ontime
US,1257,LGA,214,1/18/2004,2172,DCA,7,18,delayed
US,1356,LGA,214,1/18/2004,2174,DCA,7,18,ontime
US,1555,LGA,214,1/18/2004,2178,DCA,7,18,delayed
US,1757,LGA,214,1/18/2004,2182,DCA,7,18,ontime
US,1855,LGA,214,1/18/2004,2184,DCA,7,18,ontime
US,1957,LGA,214,1/18/2004,2186,DCA,7,18,ontime
US,2055,LGA,214,1/18/2004,2188,DCA,7,18,ontime
RU,1057,EWR,169,1/18/2004,2303,BWI,7,18,delayed
RU,1314,EWR,169,1/18/2004,2703,BWI,7,18,delayed
RU,1528,EWR,169,1/18/2004,2403,BWI,7,18,delayed
CO,1258,EWR,199,1/18/2004,1767,DCA,7,18,ontime
CO,1754,EWR,199,1/18/2004,810,DCA,7,18,delayed
CO,1959,EWR,199,1/18/2004,816,DCA,7,18,delayed
DH,834,EWR,213,1/18/2004,7299,IAD,7,18,ontime
DH,1900,EWR,213,1/18/2004,7302,IAD,7,18,delayed
DH,1246,EWR,213,1/18/2004,7303,IAD,7,18,delayed
DH,2117,EWR,213,1/18/2004,7304,IAD,7,18,ontime
RU,1630,EWR,213,1/18/2004,2156,IAD,7,18,delayed
RU,1622,EWR,199,1/18/2004,2216,DCA,7,18,delayed
RU,841,EWR,213,1/18/2004,2254,IAD,7,18,ontime
RU,925,EWR,199,1/18/2004,2582,DCA,7,18,ontime
OH,1455,JFK,184,1/19/2004,5935,BWI,1,19,ontime
